t,o,h,l,c,v
2025-11-26 19:19:00+00:00,58.6,58.62,58.59,58.6,535
2025-11-26 19:20:00+00:00,58.61,58.67,58.61,58.66,611
2025-11-26 19:21:00+00:00,58.66,58.67,58.64,58.66,275
2025-11-26 19:22:00+00:00,58.66,58.67,58.63,58.64,274
2025-11-26 19:23:00+00:00,58.64,58.64,58.61,58.62,231
2025-11-26 19:24:00+00:00,58.61,58.63,58.59,58.6,567
2025-11-26 19:25:00+00:00,58.61,58.62,58.59,58.61,344
2025-11-26 19:26:00+00:00,58.6,58.62,58.6,58.62,292
2025-11-26 19:27:00+00:00,58.61,58.67,58.61,58.62,1303
2025-11-26 19:28:00+00:00,58.61,58.69,58.56,58.68,2918
2025-11-26 19:29:00+00:00,58.67,58.69,58.64,58.67,2477
2025-11-26 19:30:00+00:00,58.66,58.66,58.59,58.6,942
2025-11-26 19:31:00+00:00,58.6,58.62,58.58,58.59,257
2025-11-26 19:32:00+00:00,58.58,58.59,58.54,58.55,233
2025-11-26 19:33:00+00:00,58.56,58.57,58.54,58.56,234
2025-11-26 19:34:00+00:00,58.56,58.57,58.54,58.57,111
2025-11-26 19:35:00+00:00,58.58,58.59,58.55,58.58,162
2025-11-26 19:36:00+00:00,58.57,58.6,58.56,58.57,106
2025-11-26 19:37:00+00:00,58.57,58.6,58.55,58.59,316
2025-11-26 19:38:00+00:00,58.58,58.58,58.56,58.56,77
2025-11-26 19:39:00+00:00,58.55,58.55,58.54,58.55,98
2025-11-26 19:40:00+00:00,58.55,58.56,58.54,58.54,69
2025-11-26 19:41:00+00:00,58.55,58.55,58.53,58.53,48
2025-11-26 19:42:00+00:00,58.53,58.54,58.52,58.52,97
2025-11-26 19:43:00+00:00,58.52,58.53,58.51,58.53,61
2025-11-26 19:44:00+00:00,58.53,58.53,58.51,58.53,164
2025-11-26 19:45:00+00:00,58.53,58.57,58.53,58.56,130
2025-11-26 19:46:00+00:00,58.57,58.58,58.56,58.57,88
2025-11-26 19:47:00+00:00,58.57,58.58,58.57,58.58,103
2025-11-26 19:48:00+00:00,58.58,58.58,58.56,58.57,129
2025-11-26 19:49:00+00:00,58.57,58.57,58.56,58.56,42
2025-11-26 19:50:00+00:00,58.56,58.59,58.56,58.58,65
2025-11-26 19:51:00+00:00,58.57,58.58,58.56,58.57,16
2025-11-26 19:52:00+00:00,58.57,58.59,58.57,58.57,38
2025-11-26 19:53:00+00:00,58.58,58.58,58.57,58.57,23
2025-11-26 19:54:00+00:00,58.57,58.58,58.57,58.58,32
2025-11-26 19:55:00+00:00,58.57,58.58,58.57,58.58,27
2025-11-26 19:56:00+00:00,58.58,58.6,58.58,58.6,162
2025-11-26 19:57:00+00:00,58.6,58.6,58.57,58.57,113
2025-11-26 19:58:00+00:00,58.58,58.59,58.58,58.58,75
2025-11-26 19:59:00+00:00,58.58,58.61,58.57,58.61,206
2025-11-26 20:00:00+00:00,58.6,58.64,58.6,58.64,213
2025-11-26 20:01:00+00:00,58.63,58.68,58.63,58.67,317
2025-11-26 20:02:00+00:00,58.67,58.68,58.66,58.67,37
2025-11-26 20:03:00+00:00,58.68,58.71,58.68,58.71,95
2025-11-26 20:04:00+00:00,58.7,58.71,58.7,58.71,59
2025-11-26 20:05:00+00:00,58.71,58.71,58.7,58.71,45
2025-11-26 20:06:00+00:00,58.7,58.7,58.68,58.69,73
2025-11-26 20:07:00+00:00,58.68,58.69,58.67,58.67,88
2025-11-26 20:08:00+00:00,58.68,58.71,58.68,58.69,76
2025-11-26 20:09:00+00:00,58.69,58.71,58.69,58.71,37
2025-11-26 20:10:00+00:00,58.7,58.7,58.67,58.68,48
2025-11-26 20:11:00+00:00,58.67,58.69,58.67,58.69,22
2025-11-26 20:12:00+00:00,58.69,58.7,58.68,58.69,41
2025-11-26 20:13:00+00:00,58.7,58.71,58.7,58.71,10
2025-11-26 20:14:00+00:00,58.71,58.72,58.7,58.7,99
2025-11-26 20:15:00+00:00,58.71,58.71,58.7,58.71,13
2025-11-26 20:16:00+00:00,58.71,58.72,58.71,58.71,53
2025-11-26 20:17:00+00:00,58.71,58.72,58.71,58.71,58
2025-11-26 20:18:00+00:00,58.71,58.71,58.7,58.7,10
2025-11-26 20:19:00+00:00,58.71,58.71,58.69,58.69,38
2025-11-26 20:20:00+00:00,58.7,58.7,58.65,58.65,147
2025-11-26 20:21:00+00:00,58.64,58.67,58.64,58.66,65
2025-11-26 20:22:00+00:00,58.66,58.66,58.66,58.66,95
2025-11-26 20:23:00+00:00,58.66,58.66,58.65,58.65,41
2025-11-26 20:24:00+00:00,58.66,58.66,58.65,58.66,40
2025-11-26 20:25:00+00:00,58.66,58.67,58.64,58.65,96
2025-11-26 20:26:00+00:00,58.66,58.66,58.66,58.66,16
2025-11-26 20:27:00+00:00,58.66,58.68,58.66,58.67,35
2025-11-26 20:28:00+00:00,58.67,58.68,58.66,58.67,149
2025-11-26 20:29:00+00:00,58.67,58.67,58.66,58.66,32
2025-11-26 20:30:00+00:00,58.65,58.67,58.64,58.67,81
2025-11-26 20:31:00+00:00,58.66,58.66,58.64,58.64,63
2025-11-26 20:32:00+00:00,58.64,58.64,58.62,58.64,82
2025-11-26 20:33:00+00:00,58.65,58.65,58.64,58.65,69
2025-11-26 20:34:00+00:00,58.65,58.66,58.65,58.65,22
2025-11-26 20:35:00+00:00,58.65,58.66,58.65,58.66,15
2025-11-26 20:36:00+00:00,58.66,58.67,58.66,58.67,60
2025-11-26 20:37:00+00:00,58.68,58.68,58.66,58.66,27
2025-11-26 20:38:00+00:00,58.66,58.66,58.65,58.66,57
2025-11-26 20:39:00+00:00,58.65,58.66,58.64,58.65,54
2025-11-26 20:40:00+00:00,58.66,58.66,58.64,58.65,36
2025-11-26 20:41:00+00:00,58.64,58.66,58.64,58.65,38
2025-11-26 20:42:00+00:00,58.65,58.66,58.65,58.66,7
2025-11-26 20:43:00+00:00,58.66,58.67,58.66,58.67,7
2025-11-26 20:44:00+00:00,58.66,58.67,58.65,58.65,93
2025-11-26 20:45:00+00:00,58.65,58.65,58.64,58.64,27
2025-11-26 20:46:00+00:00,58.64,58.64,58.64,58.64,62
2025-11-26 20:47:00+00:00,58.64,58.64,58.63,58.63,73
2025-11-26 20:48:00+00:00,58.62,58.62,58.6,58.61,122
2025-11-26 20:49:00+00:00,58.62,58.62,58.59,58.6,80
2025-11-26 20:50:00+00:00,58.6,58.61,58.59,58.59,60
2025-11-26 20:51:00+00:00,58.59,58.6,58.58,58.59,73
2025-11-26 20:52:00+00:00,58.59,58.61,58.59,58.6,90
2025-11-26 20:53:00+00:00,58.6,58.61,58.6,58.6,37
2025-11-26 20:54:00+00:00,58.6,58.61,58.6,58.6,47
2025-11-26 20:55:00+00:00,58.59,58.6,58.57,58.58,139
2025-11-26 20:56:00+00:00,58.58,58.6,58.57,58.6,131
2025-11-26 20:57:00+00:00,58.6,58.6,58.59,58.59,14
2025-11-26 20:58:00+00:00,58.59,58.59,58.58,58.59,38
2025-11-26 20:59:00+00:00,58.59,58.59,58.57,58.57,72
